Category,Type,Cond_Price,IPTU_Price,Area,Bedrooms,Bathrooms,Garage,Property_Detail,Cond_Detail,Price,Zipcode,City,Neighboor,Address,Description
Casas,Venda - casa em rua pública,R$ 0,R$ 0,208m²,4,2,3,Área de serviço,,R$ 380.000,60420490,Fortaleza,Montese,Rua São Gonçalo do Amarante,"Código do anúncio: CA0268

Casa a venda no Montese!

Sala com dois ambientes, estar e jantar;
04 quartos (sendo m, suíte);
Cozinha com área de serviço;
WC social.

Depósito, quintal.
. -"
Apartamentos,Venda - apartamento padrão,R$ 574,R$ 0,109m²,3,3,2,Armários na cozinha,,R$ 290.000,60170151,Fortaleza,Aldeota,Rua Vicente Leite - de 881/882 a 1989/1990,"Código do anúncio: AP0176

Ótima localização e uma série de estabelecimentos no entorno que valorizam o imóvel e facilitam o dia a dia dos moradores. Próximo a padarias, escolas, supermercados e academias.
Este apartamento possui uma área de 134m² com 3 dormitórios , 1 suíte , 2 banheiros, DCE  e 2 vagas rotativas.

obs.: somente com os moveis projetados, o restante será retirado. -"
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,180m²,3,4,4,"Ar condicionado, Área de serviço",Elevador,R$ 1.620.000,60115190,Fortaleza,Meireles,Rua Monsenhor Bruno - até 819/820,"Código do anúncio: AP2748

Localizado a 3 quadras da Av. Monsenhor Tabosa, próximo ao Hospital Prontocardio, Museu da Imagem e do Som do Ceará, Restaurante Casa Patuá, Receita Federal, Secretaria da Administração Penitenciária do Estado do Ceará, Hospital São Raimundo, Chiquinho Sorvetes, Cafeteria Casa Bendita e outras conveniências.
Dispõe de 180m², sala ampla em 2 ambientes, varanda, cozinha,  3 suítes, área de serviço e 4 vagas de garagem.
Venha conhecer! -"
Apartamentos,Venda - apartamento padrão,R$ 1.499,R$ 0,330m²,4,5 ou mais,4,,,R$ 1.850.000,60135280,Fortaleza,Aldeota,Rua General Tertuliano Potiguara - até 2299/2300,"Código do anúncio: 1S29KNJ

Apartamento Triplex no coração da Aldeota com piscina e sauna privativa, 330m², 04 suítes, sala de estar e jantar, cozinha ampla e projetada, lavabo, dependência completa de empregada, 04 vagas de garagem, 100% projetado. Área de lazer com piscina, deck, churrasqueira e salão de festas. Localização privilegiada e vista panorâmica sensacional, produto diferenciado no mercado com alto padrão de acabamento e metro quadrado com melhor custo benefício da região."
Apartamentos,Venda - apartamento padrão,R$ 850,R$ 0,128m²,3,4,2,"Ar condicionado, Churrasqueira, Área de serviço","Elevador, Segurança 24h",R$ 530.000,60175000,Fortaleza,Aldeota,Rua Monsenhor Catão - até 1689/1690,"Código do anúncio: AP1141

Apartamento em andar alto com mobília fixa.
Já imaginou ter 130 m para você e sua família?
O apartamento no Ed. San Francisco tem uma bela vista da cidade!
Conheça ainda hoje essa oportunidade -"
Casas,Venda - casa em rua pública,R$ 0,R$ 250,,4,4,1,Área de serviço,,R$ 280.000,60541704,Fortaleza,Bonsucesso,Rua Carlos Chagas - até 1499/1500,"Duplex, com duas casas independentes, a venda. Ambas encontram-se alugadas. A casa de cima possui: 3 quartos, sendo 1 com suíte, sala, cozinha, lavanderia e 2 banheiros. A casa de baixo possui: 2 banheiros, sendo1 quarto com suíte, garagem, sala, cozinha e lavanderia. Terreno de 3,5 m de frente por 20 m de comprimento. Obs: contrato de compra e venda. "
Apartamentos,Venda - apartamento padrão,R$ 1.367,R$ 1.800,161m²,3,5 ou mais,3,"Academia, Varanda","Elevador, Portaria, Salão de festas, Permitido animais, Academia, Condomínio fechado",R$ 850.000,60192072,Fortaleza,Cocó,Rua Andrade Furtado - de 951/952 a 1939/1940,"Código do anúncio: Piazza

Apartamento a venda no bairro Cocó 
Ótima vista para o verde do Parque Cocó
Nascente
Móveis Projetados
161m² 
3 Suítes 
Sala Ampla
Lavabo
Varanda com cortina de vidro 
Estar intimo ou Gabinete
Cozinha 
Área de Serviço
Dependência de Empregada
3 vagas para carro (sendo 2 soltas)
Condomínio com Academia Fitness, Playground Infantil, Salão de Festas, Jardim, Portaria 24 horas, 1 torre com 2 aptos por andar,
Taxa de Condomínio R$ 1.367,00
Valor de venda R$ 850.000,00 (Estuda sua proposta)
Visitas (85) 9-8813.5066 (celular e WhatsApp)  Stanley Fontenelle
-
-
-
-
-
#apartamentoavendacocó
#apartamentoavendaemfortaleza
#mercadoimobiliario
#apartamentococó
#apartamentoemfortaleza
#apartamentofortaleza"
Casas,Venda - casa em rua pública,R$ 0,R$ 120,292m²,4,4,4,"Área de serviço, Churrasqueira",,R$ 750.000,60833075,Fortaleza,Sapiranga-Coité,Rua Marcelino Lopes,"Código do anúncio: 211

Casa na Sapiranga no ponto para morar com 292,22m², 4 quartos, um espaço amplo no qual você pode até construir uma piscina e deixar sua casa ainda mais aconchegante e confortável.

Dados do imóvel:
 - 292,22m² - 4 quartos - 4 banheiros - 4 vagas de garagem - Àrea de serviço - Armário cozinha - Sala de estar - Sala de jantar - Varanda - Portão eletrônico - Deck com churrasqueira - Chuveiro na varanda 
Entre em contato conosco e venha agendar uma visits presencial ou on-line no imóvel."
Casas,Venda - casa em rua pública,R$ 0,R$ 0,150m²,4,5 ou mais,2,Área de serviço,,R$ 600.000,60833075,Fortaleza,Sapiranga-Coité,Rua Marcelino Lopes,"Código do anúncio: CA1221

Casas Duplex de Alto Padrão na região da Sapiranga
Referências:
Próximo ao Shopping Via Sul / Colégio Farias Brito / Colégio Antares
03 Minutos da Av. Washington Soares
Próximo de Mercantil / Farmácias

Informações do Imóvel:
04 Suítes (03 Suítes no piso superior + 01 suíte no piso inferior)
01 Lavabo no piso inferior
Terreno: 6 x 30
Área Total Construída: 150m²
100% Porcelanato 70x70
Deck + Churrasqueira (revestida no porcelanato) + Chuveirão
Varanda em L na suíte principal
Pias dos Banheiros em Porcelanato -"
Casas,Venda - casa em rua pública,R$ 0,R$ 0,170m²,3,3,3,"Área de serviço, Churrasqueira, Ar condicionado, Mobiliado, Piscina",Piscina,R$ 610.000,60835455,Fortaleza,Sabiaguaba,Rua Fortaleza,"Código do anúncio: CA0138

Casa à venda | Bairro Sabiaguaba

Maravilhosa Casa Duplex na Sabiaguaba, próx. CE010, com casas privilegiadas com bastante privacidade, implantado em excelente e amplo terreno localizado na melhor região do Bairro!!!

Características | Imóvel

- Sul/Nascente
- Casa Duplex com 170,00 m² de área privativa
- 3 suítes,
- Cozinha
- Sala de estar | jantar
- Closet
- Área de serviço
- Jardim privativo | Quintal
- 3 vagas de garagem
- Deck com churrasqueira e quintal.

Detalhes | Área Comum

- Deck com churrasqueira
- Piscina
- Cerca elétrica
- Portão automático

* Os valores e as informações contidas nesta página podem sofrer alterações sem prévio aviso. Portanto, orientamos que sempre sejam confirmadas com o nosso departamento comercial.

** Tags: venda | casa | casa duplex | imóvel | Sabiaguaba | barato | oportunidade | preço baixo | melhor custo x benefício -"
Apartamentos,Venda - apartamento padrão,R$ 684,R$ 0,106m²,3,3,1,Área de serviço,"Condomínio fechado, Permitido animais, Portaria, Elevador, Salão de festas",R$ 330.000,60050070,Fortaleza,Centro,Rua Barão de Aratanha - até 338/339,"Código do anúncio: aptcentro

Apartamento à venda 
Condomínio Edifício Cearence 
Centro 

106,54m²;
3 quartos (sendo 1 suíte);
WC social; 
Banheiro de serviço;
Despensa;
Andar alto;
Nascente e ventilado;
1 vaga; 

R$330.000 

Entre em contato com sua corretora!
(85) 98809.6355
Micheli Lima
Corretora de Imóveis"
Apartamentos,Venda - apartamento padrão,R$ 1.310,R$ 0,127m²,3,3,2,"Área de serviço, Churrasqueira",Elevador,R$ 700.000,60175220,Fortaleza,Varjota,Rua General Dutra,"Código do anúncio: AP0078

Excelente localização, na Varjota, proximo ao melhor polo gastronomico nascente,  3 qtos sendo 3 suítes, 3 banheiros, lavabo, escritório, sala de estar e jantar, área de serviço, varanda, churrasqueira, campo de futebol, quadra esportiva, salão de festas, salão de jogos e academia. -"
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,111m²,3,4,2,"Mobiliado, Churrasqueira, Área de serviço, Varanda, Piscina","Elevador, Piscina",R$ 780.000,60125000,Fortaleza,Meireles,Rua José Vilar - até 689/690,"Código do anúncio: AP0255

Apartamento em localização Privilegiada no Meireles, próximo a padaria Ideal da avenida Abolição Apartamento com 03 Suítes sendo 01 Master + Dependência Completa de Serviço

-Sala de Estar e Jantar,

-Cozinha Americana,

-Área de Serviço,

-Suíte Master com 02 Banheiros e Closet,

Vagas de Garagem: 02 (Paralelas)

Área Comum

-Piscina Adulto e Infantil;

-Deck com Churrasqueira;

-Academia;

-Sauna;

-Salão de Festas; -"
Apartamentos,Venda - apartamento padrão,R$ 795,R$ 0,74m²,3,2,2,"Área de serviço, Piscina, Churrasqueira","Piscina, Elevador",R$ 480.000,60822482,Fortaleza,Cidade dos Funcionários,Rua Máximo Linhares,"Código do anúncio: AP0223

Apartamento incrível!  Conforto, praticidade, e localização privilegiada no Lago Jacarey.
Todo projetado e no porcelanato.  Contendo: sala, 3 quartos, sendo 1 suíte, 1 banheiro social, cozinha, área de serviço e 2 vagas de garagem.

Área de lazer completa: brinquedoteca, churrasqueira, piscina adulto, piscina Infantil, playground, quadra poliesportiva, sala fitness, salão de festas e salão de jogos.

Gostou!? Entre em contato com um dos nossos corretores e agende uma visita!

É proprietário, tem imóvel para vender ou alugar? Entre em contato conosco.


( whatsapp)
Instagram: @sim_imb
Facebook: @simservicoimb

Conte com a Sim Imobiliária para te auxiliar na aquisição do seu imóvel! Estamos há 32 anos realizando sonhos. -"
Casas,Venda - casa em rua pública,R$ 0,R$ 0,259m²,4,5 ou mais,5 ou mais,"Churrasqueira, Mobiliado, Ar condicionado, Piscina, Área de serviço","Piscina, Permitido animais",R$ 950.000,60822482,Fortaleza,Cidade dos Funcionários,Rua Máximo Linhares,"Código do anúncio: DUPLAG259

A casa no bairro Cidade dos Funcionários com 259 metros quadrados com 4 quartos sendo 3 suites e 5 banheiros
Possui jardim.
Vai lhe possibilitar curtir os dias mais quentes na piscina, desfrutar de seu próprio quintal, todo o conforto do ar condicionado nos dias mais quentes.Espaço reservado para preparar o seu churrasco.
Já tem os móveis incluídos."
Apartamentos,Venda - apartamento padrão,R$ 740,R$ 0,112m²,3,4,3,"Área de serviço, Varanda, Churrasqueira, Piscina","Elevador, Piscina",R$ 1.252.000,60192050,Fortaleza,Cocó,Rua Bento Albuquerque - de 1901/1902 a 2499/2500,"Código do anúncio: AP1204

Que tal morar no melhor do cocó com as melhores vantagens e condições especiais para você, então conheça o LA PLACE CONDOMINIUM um empreendimento super completo para você e sua família.
La Place Condominium  Apartamentos no Cocó de 112, 116 e 130 metros quadrados.
- 3 suítes + DCE
- 4 banheiros
- 3 vagas
- Lazer Completo
- Elevador
(Mobília não inclusa) -"
Casas,Venda - casa em rua pública,R$ 0,R$ 0,187m²,3,2,1,,,R$ 450.000,60450175,Fortaleza,Parquelândia,Rua Érico Mota - até 488/489,"Código do anúncio: Pompeu Imóveis 250322

Casa à venda na Parquelândia. Rua Érico Mota no 708 (Entre as Ruas Abílio Martins  e Rotary).  Suas medidas são: 5,50 X 34,00.
Garagem, sala, 3 quartos, copa, cozinha  dois banheiros,  área de serviço e quintal... Por RS 450.000,00"
Apartamentos,Venda - apartamento padrão,R$ 1.381,R$ 2.298,142m²,3,3,2,"Mobiliado, Ar condicionado, Piscina","Salão de festas, Piscina, Condomínio fechado, Permitido animais, Elevador, Portaria",R$ 790.000,60115190,Fortaleza,Meireles,Rua Monsenhor Bruno - até 819/820,"Código do anúncio: Plaza Athennee

O apartamento no bairro Meireles com 142 metros quadrados com 3 quartos sendo 2 suites e 3 banheiros
Possui salão para festas e eventos.
Vai lhe possibilitar curtir os dias mais quentes na piscina, todo o conforto do ar condicionado nos dias mais quentes.Elevador que garante o transporte das suas malas e compras.
Encontra-se em um condomínio protegido por muros.
É mobiliado."
Apartamentos,Venda - apartamento padrão,R$ 380,R$ 0,63m²,3,2,2,"Mobiliado, Churrasqueira, Varanda, Piscina, Armários embutidos, Armários na cozinha, Academia, Área de serviço, Ar condicionado","Academia, Portaria, Piscina, Salão de festas, Elevador, Permitido animais, Condomínio fechado",R$ 339.000,60743780,Fortaleza,Passaré,Rua das Carnaúbas,"Código do anúncio: ABA09072022

More no melhor condomínio do Passaré!

Venha morar no condomínio mais lindo, organizado e melhor localizado do Passaré, o Reserva Passaré Park Club tem área de lazer completa com várias piscinas para crianças e adultos, deck espetacular todo equipado e mobiliado, salão de festas incrível com boate privativa, academia equipada e com TV pra você malhar quando quiser, portaria 24 horas com porteiro humano, salão de jogos para você se divertir com seus amigos e familiares, uma brinquedoteca novinha, toda equipada, espaço para coworking, parquinho para seus filhos brincarem na tranquilidade e segurança, gramado e área verde incríveis, sauna para você relaxar após um dia cheio de trabalho, vaga de garagem coberta para você deixar seu carro protegido e seguro, elevador para sua comodidade, 
O Apartamento fica na rua da melhor academia da região a Greenlife, espaço 2U para jogar beach tenis e vôlei de praia com seus amigos, Supermercado Telefrango, Nidobox e Super do Povo, bares e restaurantes também pertinho, deixe seu carro em casa para se divertir com tranquilidade, vizinho ao Banco do Nordeste!

Use seu FGTS e financie pelo seu banco preferido!

Vem conhecer essa maravilha!

Alessandro Borges
CRECI 21.149"
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,80m²,3,2,2,"Academia, Piscina, Churrasqueira","Academia, Condomínio fechado, Permitido animais, Piscina, Portaria, Elevador, Salão de festas",R$ 530.000,60824200,Fortaleza,Parque Iracema,Rua Leão Veloso,"Código do anúncio: APTO DEL SOL

SUPER OFERTA 


Ótima localização

----------------------------------------------------------------
Dimensão Imóvel

 Área Completa 80m2 
--------------------------------------------------------------
 03 Quartos -  01 Suíte

  Varanda 
 Sala 
 Cozinha
 Área de Serviço
2  Vagas de garagem
-------------------------------------------------------------
Condomínio com:
 Brinquedoteca
Piscina
Academia
 Sauna
Deck com churrasqueira

Localização: Parque Del Sol

 Valor Venda :  R$ 530,000,00"
Apartamentos,Venda - apartamento padrão,R$ 500,R$ 0,80m²,3,3,2,Piscina,Piscina,R$ 750.000,60160060,Fortaleza,Meireles,Rua Deputado Moreira da Rocha,"Código do anúncio: DBB.Sel. _1-2501548

Apartamento para Venda no bairro Meireles, localizado na cidade de Fortaleza / CE. 
 
 Com 3 dormitórios, sendo 2 suítes, possui 3 banheiros, 2 vagas de garagem. 
 
 Área Total de 80 m², Área Privativa de 80 m², Área Construída com 80 m². 
 
 Valor do Imóvel R$ 750.000,00, Valor do Condomínio R$ 500,00. 
 
 Lazer: Academia, piscina, Playground, Salão de festas. 
 
 Proximidades: Bares e Restaurantes, Escola, Farmácia, Shopping Center, Supermercado. 
 
 
 
 
 - Lazer: Academia, piscina, Playground, Salão de festas, 
 
 - Proximidades: Bares e Restaurantes, Escola, Farmácia, Shopping Center, Supermercado,"
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,60m²,2,2,2,"Piscina, Área de serviço","Elevador, Piscina",R$ 585.645,60115280,Fortaleza,Meireles,Rua Doutor José Lourenço - até 769/770,"Código do anúncio: AP1129

Condomínio Eridan Mendonça, localizado no bairro aldeota/Meireles, vista exclusiva, O empreendimento vem com um equipado Coworking para você fazer negócios.
Painéis de energia solar | Vaga para abastecer carro elétrico. -"
Apartamentos,Venda - apartamento padrão,R$ 360,R$ 0,53m²,2,1,1,"Academia, Piscina","Salão de festas, Elevador, Piscina, Academia, Condomínio fechado",R$ 220.000,60337252,Fortaleza,Cristo Redentor,Avenida Francisco Sá - de 4998 a 5358 - lado par,"Código do anúncio: 865

Condomínio Viver Club

Apartamento com 53 m², Sala de Estar/Jantar, Wc Social, 02 Quartos, Cozinha, Área de serviço, 01 vaga de garagem.

Condomínio com:
2 Elevadores por Torre, terreno com 14.000m², Piscina adulta, Piscina infantil, Deck com Churrasqueira, Praças para recreação infantil, Playground, Fitness Center, Salão de festas, Salão de Jogos, Campo de Futebol.

Valor do Condomínio - R$ 360,00

As informações estão sujeitas a alterações. Consulte o corretor responsável.
 


Chave do anúncio: 5RZsPhIAqpCvQKYq"
Casas,Venda - casa em condominio fechado,R$ 494,R$ 0,260m²,4,5 ou mais,4,"Mobiliado, Piscina, Porteiro 24h, Ar condicionado, Churrasqueira","Piscina, Condomínio fechado, Permitido animais, Portão eletrônico",R$ 1.300.000,60712165,Fortaleza,Jardim Cearense,Rua Holanda,"Código do anúncio: OSW

Belíssima casa duplex na posição nascente, frente lago que proporciona uma vista exuberante, no condomínio mais requisitado da região. Pronto para morar.
Móveis projetados e fino acabamento.
Casa muito ventilada e funcional com sua planta que se adequa muito bem a necessidade da família.

Agende sua visita e se surpreenda!"
